,当前学区房价格,教育花费(千元/年),时间成本(分钟),占有教育资源,学校,学区,教育花费效率,时间成本效率,学区内教育资源占有差别,西城区教育资源占有差别,小区,户数
325,176872.5231278907,172.84418178022221,3.3666666666666667,89.33333333333333,黄城根小学官园分校,新街口学区,0.4089189178146611,12.182741116751266,39.143086172344695,55.03651907682199,西廊下胡同2号院,120
326,179094.40170004693,175.01344626778985,4.633333333333334,35.333333333333336,陶然亭小学,陶然亭-白纸坊学区,0.06653782261518146,-3.0769230769230766,8.070756301747508,1.036519076821996,新建里,45
327,113752.67835881254,112.67901493527584,13.083333333333334,38.66666666666666,北京第二实验小学广外分校,广安门外学区,0.1428930218707783,-0.8205128205128214,6.099121181323596,4.369852410155318,手帕口南街40号院,180
328,133561.9721185313,132.01922461876447,19.083333333333332,27.999999999999996,三义里小学,广安门外学区,0.028413384512076444,-1.12280701754386,-4.567545485343064,-6.296814256511343,丽水莲花信堡水岸公馆,1562
329,145531.7063805938,143.70551557350132,15.983333333333333,38.0,进步小学,展览路学区,0.10335765576015134,-0.7127882599580715,5.941566113124402,3.7031857434886604,展览馆路8号院,120
330,154498.28631201567,150.99976689214714,5.85,18.0,北京市西城外国语学校附属小学,展览路学区,-0.04891309772651324,-5.433526011560694,-14.058433886875598,-16.29681425651134,百万庄大街1号院,252
331,143143.65594900004,142.1040141761277,22.75,35.333333333333336,康乐里小学,广安门内-牛街学区,0.08372554012003942,-0.6176470588235293,1.2439347052001608,1.036519076821996,感化胡同14号院,62
332,181494.5129924063,178.81672292474613,24.95,38.66666666666666,五路通小学,德胜学区,0.08530702241634136,-0.42895442359249375,1.3887040691664225,4.369852410155318,富宏馨居,192
333,128567.43566592192,127.14295878935287,26.016666666666666,22.000000000000004,青年湖小学,广安门外学区,-0.023716492262277643,-1.0539845758354756,-10.567545485343057,-12.296814256511336,广安门外南街67号院,138
334,116205.0533811563,115.07331771709055,13.216666666666667,20.0,登莱小学,广安门内-牛街学区,-0.04649477735385704,-2.2335025380710665,-14.089398628133175,-14.29681425651134,南线阁41号院,328
335,159570.5483117813,157.41191772775832,22.616666666666667,22.000000000000004,志成小学,新街口学区,-0.01868613627929551,-1.2130177514792897,-28.19024716098863,-12.296814256511336,前半壁街小区,288
336,100472.33056021878,98.2531457725528,3.283333333333333,38.66666666666666,宣武师范学校附属第一小学,陶然亭-白纸坊学区,0.16756528735763482,-3.3333333333333375,11.40408963508083,4.369852410155318,右安西里,479
337,122390.93485828128,121.11271752083718,26.016666666666666,39.33333333333333,北京小学天宁寺分校,广安门外学区,0.13783282868441332,-0.3856041131105401,6.765787847990268,5.036519076821989,手帕口北街7号院,546
338,215904.14875673444,212.41153851417502,22.783333333333335,35.333333333333336,陶然亭小学,陶然亭-白纸坊学区,0.05395164160194506,-0.6167400881057268,8.070756301747508,1.036519076821996,蔡家楼胡同小区,73
339,125727.77300343754,122.91053933871613,4.7,18.0,西城区实验小学,陶然亭-白纸坊学区,-0.06161035556463018,-6.787003610108303,-9.262577031585828,-16.29681425651134,南菜园街1号院,322
340,279391.1797313438,274.39519659530555,22.733333333333334,42.00000000000001,厂桥小学,什刹海学区,0.0667458439659786,-0.32376747608535666,0.9975031210986245,7.7031857434886675,簸箩仓胡同小区,18
341,180257.60471610943,177.60910463643197,18.683333333333334,42.666666666666664,北京第一实验小学前门分校,大栅栏-椿树-天桥学区,0.11049351858521085,-0.3584229390681006,17.389666220545884,8.369852410155325,和平门外东街小区,120
342,137462.99052839066,135.82786691267836,24.133333333333333,35.333333333333336,陶然亭小学,陶然亭-白纸坊学区,0.0880638443037852,-0.5821205821205822,8.070756301747508,1.036519076821996,龙爪槐胡同小区,148
343,159293.14851417192,157.1410867573563,24.466666666666665,28.666666666666664,北京第二实验小学白云路分校,月坛学区,0.028082499221911306,-0.8475734791524268,-12.924889678842852,-5.630147589844675,木樨地南里,582
344,129203.98109521878,127.764430822884,24.55,38.66666666666666,宣武师范学校附属第一小学,陶然亭-白纸坊学区,0.12382716978465715,-0.4359673024523165,11.40408963508083,4.369852410155318,迎春里,427
345,127936.25061918754,126.52672020452519,19.816666666666666,35.333333333333336,康乐里小学,广安门内-牛街学区,0.09538875970084149,-0.7094594594594594,1.2439347052001608,1.036519076821996,长椿街东里,324
346,148399.5110515313,146.50541062983106,25.116666666666667,39.33333333333333,北京小学广内分校,广安门内-牛街学区,0.11127820640575883,-0.3994673768308924,5.243934705200154,5.036519076821989,槐柏树后街小区,198
347,115446.55924856254,112.87278472555657,5.983333333333333,38.66666666666666,五路通小学,德胜学区,0.14261097453489763,-1.807909604519776,1.3887040691664225,4.369852410155318,德胜置业,710
348,239700.22704731257,234.18412567083223,6.233333333333333,89.33333333333333,黄城根小学,什刹海学区,0.2946351293803818,6.504065040650405,48.330836454431946,55.03651907682199,前毛家湾小区,30
349,123997.70953139066,122.68144376968735,14.1,38.66666666666666,北京第二实验小学广外分校,广安门外学区,0.12965625476827974,-0.7609988109393588,6.099121181323596,4.369852410155318,手帕口南街36号院,132
350,116234.53548525003,113.6421016849593,9.6,38.66666666666666,北京第二实验小学广外分校,广安门外学区,0.14150207290847025,-1.120840630472856,6.099121181323596,4.369852410155318,车站西街9号院,252
